Term,GSM175766,GSM175767,GSM175768,GSM175769,GSM175770,GSM175771,GSM175772,GSM175773,GSM175774,GSM175775,GSM175776,GSM175777,GSM175778,GSM175779,GSM175780,GSM175781,GSM175782,GSM175783,GSM175784,GSM175785,GSM629719,GSM629720,GSM629721,GSM629722,GSM629723,GSM629724,GSM629725,GSM629726,GSM629727,GSM629728,GSM629729,GSM629730,GSM629731,GSM629732,GSM629733,GSM629734,GSM629735,GSM629736,GSM629737,GSM629738,GSM629739,GSM629740
GSE10147_IL3_VS_IL3_AND_CPG_STIM_PDC_DN,1736.7176775253101,1688.5510574392256,1810.7574283316362,1677.9109636903786,1580.1338136777613,1688.6792777013834,1738.455561417969,1697.315665965315,1693.990367063735,1819.5661542095386,1721.6925496813183,1585.7667200804972,1663.2219925109457,1687.9719832596556,1699.5150656818832,1646.919895426201,1662.571153336995,1631.597544680315,1616.3167898573047,1781.3622314702761,1571.0866003762694,1419.0186117467902,1276.5601052281781,1627.2684047271687,1146.4037756514554,1487.7932897397804,1614.1148774281764,1235.426327339981,1579.18608294148,1350.4881561473485,1474.6080730246704,1410.318562042762,1456.775972142841,1573.522576033054,1360.4933785443627,1348.391090896569,1634.744813911051,1346.1049461647763,1521.4183350246776,1588.652684344529,1202.0025173812592,1481.3801263829273
GSE10147_IL3_VS_IL3_AND_CPG_STIM_PDC_UP,71.41976433178024,232.96221994192,-227.11830953793742,85.94955013167055,91.66344648928771,-97.14418335050868,-95.87638871312993,-46.385282527129675,9.186059250411745,-178.827780609995,208.77867566570785,201.3716193981909,74.0152708059777,117.62337945145009,149.60181293230926,101.16475236201768,84.4747310573357,128.3537289446058,228.1866402089163,72.87164886218216,282.8961169329086,224.04511023985106,170.62349963641554,210.90110944898606,366.4079570635349,-70.13339389932025,194.6680690304811,167.24761798235977,237.45127902799413,75.4208472907967,-74.34500047160236,264.2139222705473,88.07797968954401,32.16583913483373,194.6152805429101,126.89368569977432,160.58686602000034,86.13173816234303,266.1738020171688,235.6321702184805,415.9853599677908,92.05857340854163
GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_DN,1356.1558937035625,1218.911096854692,1173.6290104938907,1295.8223320143852,1332.855380815793,1135.3059699059695,1273.1541692625651,1279.696738352669,1281.5932669154008,959.8544078152217,814.3749874406249,927.5229986420982,736.1738041755389,988.164363111031,788.4504617344674,817.7642463619059,757.0289870099805,829.715343612932,863.0641101533874,837.8442149296088,846.3194289414232,1001.6391671089141,1446.0113892852742,760.0094644505252,1473.6746273758308,726.4718769553874,1066.362165437985,1424.353247695687,819.4101318495177,1451.3728967449633,698.1295966643074,1269.5181311649776,942.7002546229678,1149.4621501595311,1244.9494671607526,1063.547217552241,816.1684341621058,1080.969548723876,1045.211343407016,942.371057949832,1265.070244357944,1302.663280120326
GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP,1372.356150001886,1476.2845863268976,1617.1443496487918,1431.7792553438594,1377.847052937257,1544.2396110308282,1409.9621467266343,1428.7916302373824,1462.774042977202,1343.4542698813912,1546.38690944899,1411.2266422771118,1525.2844408416295,1375.7824143853604,1587.4810522704192,1568.6141403671572,1554.648857449548,1382.499787661398,1462.3746931884143,1528.2095056352473,1320.986181210782,1307.1984302383753,1228.6053447238019,1329.4594534985845,1178.6872813396421,1465.98819119591,1317.4432758126777,1222.7432081475026,1316.9224773767119,1254.2246870237132,1394.440695472019,1151.9297192438225,1335.5350687186192,1362.389429290114,1165.5770772667574,1361.4480934925796,1335.1956098121673,1434.6184038908887,1473.4726200544546,1351.2233678643197,1117.7636967669432,1264.2318631178405
GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_DN,1422.317410006468,1527.238537184795,1332.6321775432089,1430.153951694895,1452.5759203585512,1297.459434252989,1366.455709359805,1304.399933371411,1446.1762583291738,1217.916782693921,1320.288006032325,1528.0764732916805,1289.3880369262642,1474.290719221358,1297.9024556327095,1545.863416215857,1315.9988721509953,1454.4300647712234,1442.5538386824046,1428.1834492126472,1564.0355913088906,1735.8527547439699,1884.2835400711774,1288.9183761474014,1751.8600576734334,1380.8234509540298,1510.9040974731124,1749.701675867288,1266.1856006420094,1642.0199019769225,1418.4844711857932,1672.3863766889108,1636.8888577729194,1544.9008567534147,1579.396299299321,1731.5243221744722,1284.986765485356,1573.6290289410945,1613.3318480490288,1513.9444183391606,1739.995567659501,1617.0803983618398
GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_UP,1118.3101687986964,977.9050619472464,971.8117957083077,1159.1923523916948,1012.6878850674866,974.2892488325788,995.0753438296197,1050.5155105367012,1042.754092728388,861.5858598565228,937.7208112695826,954.1037409898463,835.28394139189,746.6507459847999,836.7754019782169,924.2596708631809,918.7266409427075,861.3627693859717,814.0533984807344,820.8444373347456,804.9849122152555,854.8124674287319,799.9098975470488,866.9054032448612,491.93199162605015,805.910926037187,793.585961654303,701.4036031982732,903.5398655496119,756.512157078475,789.7341570376466,696.1629198239798,754.563569485711,875.5527475772087,653.5102175592283,756.8749137176819,868.3882170441339,788.5733144213882,823.2471731214,816.7821914664673,619.6876450727996,784.443365497551
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN,848.7904710662906,1009.8998433702118,798.0231616861156,1038.8342678888412,848.9892406897507,901.4345652062248,885.958066664155,765.2087441735766,872.3033015370956,754.1136703162647,996.1432161930279,782.2411831442469,824.1480341828064,717.9975861085313,774.137416814353,770.0996902157722,771.0089727032791,657.5789002195606,849.9274022947193,857.5896301800813,384.1043357177723,404.6997010527439,-68.94958003218562,1008.9088698464539,-217.74001739233154,633.0322976896869,819.8976837512782,-106.045013983633,1000.1235863751872,59.93380102109222,762.225239723658,531.4625017554545,718.3498363591561,653.3842051674756,461.72812291573973,104.39898356908816,981.1410113219854,325.21505737235475,470.18644607863826,267.8301985096423,-220.8240093520144,424.22934953852655
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP,1693.3682200763606,1603.0336387651914,1528.0379147420463,1564.0958384471232,1624.6006668898399,1584.9757801915603,1610.9055690757814,1578.6869997987778,1587.834456153094,2075.2616458145385,2242.014451634308,1940.8561208518968,2184.5543176781375,1982.4698687283526,2015.2671253430572,2093.4282889313,2203.75007254117,2455.5679217076868,2240.7694293339055,2358.5807737585055,2501.1500220241996,2540.1092544333887,2431.463521528819,2181.71261107777,2533.181106793553,1977.2659727028731,2110.4484323155275,2522.375036724433,2116.411753864749,2376.7418417623994,2005.7175021514922,2134.888472837297,2519.9091134919236,1977.9034061470238,2425.5302483791083,2516.2714790315476,2235.099028464202,2470.7096046889346,2146.4617447479086,2330.315956172566,2603.6330251296176,2257.047716619064
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN,1744.862103619017,1759.121291434346,1659.1869372434167,1465.433752992857,1626.6543628445806,1623.4542560490472,1594.4422076885685,1551.5583277249516,1684.820491382753,2136.585829135961,2729.3893408093872,2403.074891454846,2525.797335351882,1934.9289285202913,2272.3220021928173,2252.731171901949,2427.9008148614475,2339.260588786471,2533.171154927052,2575.3409509841877,1983.7268073281793,2161.266234392181,1031.932844218616,2749.3019900137015,476.51354992497363,1834.3733832788348,1724.7399340994689,793.0430386785438,2629.327769835213,676.0910635095534,1768.1559998776347,1344.468592250355,2414.7171505456336,1700.3639270777558,1397.0624611312987,1674.3710526420691,2693.6053712394296,1854.7933664330048,1637.1458996691572,1788.3732785150114,870.2198520812444,1636.7270240291773
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP,2046.5882949106608,2078.1036950803536,2117.942322022358,2226.402304674679,2133.3313298335916,2153.0022835013688,2135.011753753438,2182.086597274202,2122.3655728880576,1901.829913783241,1865.9159177324382,2013.6120616694461,1865.2209795651652,2035.1901505211626,2007.507811641064,2006.8375120353949,1894.6731585178159,1970.4106696545387,1992.4251556838271,1907.030635431266,1993.3532189360376,1928.7477755146847,2352.8724240719966,1670.2699138717426,2658.600163290069,2074.189715127487,2109.944497652513,2397.7611196351045,1603.2725529139234,2417.808968633697,2117.961878677216,2240.710436420388,1998.4047252352775,2154.415617184781,2251.984990074433,2204.370825484916,1700.2351873906127,2079.977500134437,2067.716490666452,2075.8687875307833,2445.3887970631076,2196.735528701335
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN,1778.0934818866617,1782.557954471048,1730.6546634042024,1651.3649887077445,1684.3993975083695,1736.7913326895423,1634.3841653405825,1658.7742973806699,1790.9349839491506,2031.7551374596187,2591.2532537156194,2247.6294350696244,2264.332323602096,2005.9613654641225,2113.5118653415702,2143.608009861742,2245.0765985074777,2345.7083088305326,2415.881408498595,2410.6913385666767,1890.5432565924875,2089.1582821743223,1085.6711162731835,2625.9914884161262,733.3846404124051,1647.3804399523497,1798.508000690481,873.6556775245308,2519.3817124574716,797.7699835283684,1656.6642313456568,1365.2195727011886,2354.728995555067,1677.4111945503082,1458.1926933636705,1478.5605755435972,2558.7881172770185,1724.2369142418192,1637.8185820284589,1651.9510034386649,1032.249963177639,1636.0094423898981
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP,1199.226704946308,1223.764092818723,1221.8140038786314,1383.41120764903,1315.3075691470713,1320.469062401181,1244.8500807646578,1283.1902462015823,1251.366434564864,1016.997191108806,1083.3511237546281,1090.0760789670785,1008.789946334412,1116.1377201539763,1121.6688451539776,1137.6961153746415,1096.73797972201,1145.777384099616,1040.3410427118515,1123.7065746766702,1427.2982308624769,1340.4291390346143,1619.6523520065448,1144.2979126156333,1745.6034384257846,1437.23410566022,1423.3052827290585,1629.5390748802802,1115.97206318994,1553.2163781557356,1470.5426327917685,1468.1381664281116,1260.7834818229449,1286.4979454189788,1500.183178672928,1547.1400924618065,1155.8535391544674,1400.3491635261262,1388.1031938499755,1403.5236803443513,1627.6294227019753,1419.4289785846777
