Term,GSM175766,GSM175767,GSM175768,GSM175769,GSM175770,GSM175771,GSM175772,GSM175773,GSM175774,GSM175775,GSM175776,GSM175777,GSM175778,GSM175779,GSM175780,GSM175781,GSM175782,GSM175783,GSM175784,GSM175785,GSM629719,GSM629720,GSM629721,GSM629722,GSM629723,GSM629724,GSM629725,GSM629726,GSM629727,GSM629728,GSM629729,GSM629730,GSM629731,GSM629732,GSM629733,GSM629734,GSM629735,GSM629736,GSM629737,GSM629738,GSM629739,GSM629740
AIZARANI_LIVER_C22_RESIDENT_B_CELLS_2,3036.5637971950828,2644.2659448743025,2250.23768833706,3594.056661817048,2926.1926669731356,2612.5511883031895,2726.4620847765036,2593.753664965735,2721.2698486082463,2626.3929455788975,2553.8131856779983,2868.357964136533,2875.7142263090336,2411.522863168506,3136.3829561377106,2505.031192547537,2686.670640114935,2673.618782817145,2950.4804938753705,3152.776760222312,2910.2855789593814,2475.6274237835514,3216.8354124748985,2634.3413595205966,3137.167732293423,2579.352096290927,2411.8646880341594,3397.951518080413,2575.2411074509864,2970.7102754220314,2577.6817469883554,2897.1386678436447,2587.0767442395772,2499.2062858617037,2830.3103206354535,2814.378473866731,2603.65371105995,2814.64351892835,2542.710547344205,2950.0518351784194,3144.4043236011785,2562.4746928945615
AIZARANI_LIVER_C23_KUPFFER_CELLS_3,2888.1340090543135,2784.458583870717,1420.253295932749,3361.6637556256383,2933.486225814424,2302.515101052898,2655.9475232694067,2575.9923925781886,2166.690861729395,2073.474986385748,1264.064047853809,1688.5770622124537,1320.5257298592214,2045.7554650429165,1203.0532118158253,1527.9315999381242,1290.550050191031,1397.5528019239628,1447.836718458646,1261.5764539854872,1123.200717822603,1501.795228114358,2289.7840800717922,1169.0822721950835,2503.865571577311,2345.4648841256712,2040.9789078444019,2282.862452891629,1253.3244289054655,2094.6293838104966,3026.84829144151,3004.256357788502,1509.2680929907265,1937.6706096164498,1992.3436042754847,1939.0876691107524,1188.9695813986955,1685.5418876057793,2155.794533954074,1595.1982913329457,2756.489287838135,2372.901645816378
AIZARANI_LIVER_C24_EPCAM_POS_BILE_DUCT_CELLS_3,2868.2154904125036,2796.393748566683,2017.451333644075,2232.9081970095467,2835.4850897147116,1990.7849766192685,3047.6162463631736,2232.4262148047583,2243.0390331723347,2345.8305512285942,3024.1361767631442,3587.1854929104784,3246.508417809976,3842.6674833783773,2787.3765238613005,3362.643015529353,3253.4881304645287,3292.3365855674638,2991.1347161984477,3049.1593133957704,2723.7366894201914,2829.5429668923643,3184.564098454386,2592.4538327753835,3332.62927065057,3838.473446366982,3235.182996896464,2935.701173186543,2569.122683229496,2267.607548087826,3931.308054589739,3459.76915695339,2641.3275517865777,1903.7344168615682,1953.6703559886246,2737.023880312121,2560.4546396322658,3116.768180017689,3450.785952337509,3290.4940840986865,3760.5090668976654,2358.697660662144
AIZARANI_LIVER_C25_KUPFFER_CELLS_4,2620.79677947262,2920.5573421721856,1139.1342925282643,3144.2013970474663,2783.2925035485523,2245.2264995620053,2670.734288052201,2447.074188841686,1983.0297172529345,1712.2169791629267,1261.2159666122734,1828.8068774301673,1275.4523687700757,1941.046601124136,1137.3106611597768,1454.0537234677086,1238.38011931055,1249.1533439618543,1454.1802168302156,1037.2288325702493,1093.2268915518544,1535.2631623721536,2270.6277579192283,1018.4882019587449,2351.8490775225773,2331.6393435460523,1870.5008831854566,2018.5607368853089,1073.564162704608,2009.2734909399433,2911.4639365101666,2853.993786486073,1511.1583033082643,1840.2403753060325,1784.1763870501745,1838.8552159834726,1006.61218897039,1705.234546828653,2118.0986231709076,1606.669459108096,2747.66841803197,2143.070570261697
AIZARANI_LIVER_C28_NK_NKT_CELLS_6,2030.382179577311,2388.358863322399,952.9722440991263,2707.5068277925457,2320.8527945706383,1673.282909964848,2017.554563182537,1765.0671227361745,1610.811971502274,981.1211692844099,773.7766839512242,1355.5252283626896,635.7292243279971,1848.8850600765254,926.2673000338636,1513.8427021215348,893.8425502021737,664.5162765710793,1259.0025140102962,560.1989445897407,716.6198705585311,931.48672784476,1739.7362050900638,981.8834043023908,1415.5601302595605,2277.8254690635104,1844.5020339813063,1367.912988438282,1056.7000988542177,1458.6509563538502,2490.986922469715,2107.780631047275,1048.1487230814828,1722.157372315779,932.930955846171,1303.345286627561,1000.623596533931,1401.1365351858676,1827.374486911499,1261.5542131200518,1628.4207990980221,1455.080080950046
AIZARANI_LIVER_C29_MVECS_2,4019.084435309105,3754.3117056498786,3643.989048132573,3827.3882211170976,3592.795054673874,3599.0038927118194,3602.78481427532,3815.0491688994325,3921.6976214079214,3394.6310326631647,2331.429699730559,2830.9809236255132,2423.9371277220134,3198.3837647448217,2523.112455682074,2851.883328640727,2331.765392719819,2407.6797778623995,2534.1730844241993,2312.917026017376,2509.9109606814445,2750.5905337366858,3682.9967660232487,2487.8858026799126,3705.833326863234,2465.0254840736616,3327.9578785578315,3560.6678355135027,2516.697691234578,3935.793789079594,2394.20887485846,4141.519680786736,2748.960208754418,3943.9692709802985,3680.819765429177,2952.5218958497962,2459.6844221868314,2900.8819936791333,3130.852403858188,2876.187628462967,3342.011129826661,3591.0182008956726
AIZARANI_LIVER_C2_KUPFFER_CELLS_1,3175.1397294135904,3197.2397941636036,1628.3369987006354,3775.5474059450244,3396.4687234585954,2890.467673926606,3219.9804144823947,3050.4665523808917,2469.8568447720954,2133.7145842228956,1758.222078226816,2032.5865433871395,1706.2285027230118,2146.928777185871,1681.967103481721,1795.0269001672568,1710.0370515011073,1725.0589359865135,1912.4007029650693,1630.9046732037923,1574.6733622908105,1999.3833667039853,2950.3103510662195,1448.5527261938478,2771.8881510181463,2750.814222343616,2153.6032981703447,2687.4578078202458,1489.453418857769,2650.6161392719923,3508.9080457949494,3178.83271876897,2009.9616282521183,2237.18811804497,2313.8278699246703,2396.2653075521057,1471.44969817524,2145.5777467395246,2458.5180890469583,1971.5651912617468,3031.599294436184,2622.0340589444813
AIZARANI_LIVER_C30_HEPATOCYTES_4,161.87463458165257,273.13026106305824,243.1433820494467,56.57835123394125,-20.823460401613374,189.2152034433957,58.191735319395775,70.80980870518943,176.26568140183736,70.31808237557561,-243.8587839874608,56.944788290767974,-28.035078901629277,343.79810112877294,115.23748900585815,-145.61496908855224,-67.07738764640908,-315.94394863022626,-209.24633355582318,-248.18823347864782,-65.99439860588609,-182.5422172958215,-99.10878972395676,189.56784774295102,-88.3318548769721,281.33150304457195,272.295026011373,-233.33903424352775,182.51743301921488,-132.55594580148227,280.66146089529775,76.65724608021628,-257.50287046479934,83.57164601790646,-8.252577675148132,-198.56989883212282,133.49908021153624,114.39574693637223,317.2134158492963,195.76267565010494,-119.30469561940663,112.31815804497364
AIZARANI_LIVER_C31_KUPFFER_CELLS_5,2088.7543368325296,2124.3340259457173,1159.6529427904525,2311.6791082767495,1995.068951074658,1664.4353441590647,1797.7446570914826,1873.5339216681514,1628.0760013205863,1296.7248217286433,819.4204984688768,1337.516726359494,904.7497563011284,1486.0977100778127,853.6598493992133,965.6368091482809,847.8796811706261,794.668617414156,857.6756456641051,708.7992974302642,936.0089931793982,876.0989910246844,1393.7688359131007,976.0994337430702,1571.627964416788,1647.4102704163752,1636.1167781443146,1525.3217811321038,1016.7876718311327,1416.2323145706532,2191.7072850575587,2205.20409681249,875.0060242774043,1503.5268937924884,1400.7382115306773,1145.533832880351,920.0097136184149,1266.2318486453914,1646.96020514681,1176.9224738966786,1844.4380569070827,1647.9003121463911
AIZARANI_LIVER_C32_MVECS_3,3882.95609058183,3703.198156004203,3370.9287274820545,3868.851509418013,3538.803388124442,3391.7771951626337,3490.007905545852,3654.9007452827836,3779.874584312566,3158.126089955933,1985.1326014628357,2420.156399206955,2095.024079008749,2968.9315581368965,2183.283000495174,2362.405449104559,2165.9859188394366,2074.0230654574934,2123.9031347967966,1967.492670991196,2203.130836244396,2339.187521112727,3498.5515501388445,2257.1188800388827,3507.174045400154,2546.8518875720747,3062.7063726097795,3411.686213854113,2306.1667336536375,3739.854861893121,2533.822244066,3874.929786706528,2255.465809195547,3561.1648206860673,3506.0240198612573,2562.441799361268,2247.853307423996,2613.159984813454,2777.1016430512564,2655.2489940358373,3038.0363379396886,3562.5224550719604
AIZARANI_LIVER_C33_STELLATE_CELLS_2,4657.0315214136435,4366.230141619564,4539.985981700712,4359.619921257643,4388.891402508236,4232.690418306323,4127.588905004254,4311.738656098871,4664.573619699423,3972.598766698161,3284.7794089022464,3488.8075266839196,3191.0710901029297,3517.620792329555,3276.672088248233,3750.7076491339803,3164.68801757234,3251.40700590101,3415.9272044519557,3049.003096501451,3433.793734675938,3734.021544698291,4375.9550566910675,3272.8227106365703,4326.669996905237,2497.4848487072186,4040.7148091282497,4436.101345691155,3276.388429884967,4533.396074997132,2275.079532679113,4528.531115190318,3606.6009097797523,4651.126282572056,4421.289735175633,3912.8506890844046,3303.1592146537705,3706.818338302329,3804.0354604271843,3560.2114649335062,3840.87215914634,4349.884184408424
AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS,1390.2914643542663,1489.6568890492154,748.2206633836977,1995.8572456987176,1512.1276325455647,1280.2172539177955,1621.315606660598,1335.7447556064972,1003.0892178318063,574.4642771535837,678.5836472950177,999.2831468391887,632.0863820143895,1000.1348657986418,851.3307795605533,810.0793396727358,810.1148998902245,762.1048262367458,887.9943889571396,586.0619969546369,668.9423281266036,732.3818924843681,1334.8710850022799,438.43316184036394,1584.88394272422,1650.4479903936171,1063.1250273377946,1331.6571827994103,591.1633810815938,1289.0753813373249,1718.2322654343043,1415.2535552465715,629.1697451862492,914.7943599130876,825.1342821929566,1018.8878463833062,440.2882843680636,1116.3923636783766,1312.8995007702024,969.5107003536687,1443.124926636834,990.5007632958914
AIZARANI_LIVER_C38_RESIDENT_B_CELLS_3,3076.9207187543934,2241.717910743914,1900.3091675440055,3712.9788321225715,3065.6094668565956,2405.976668865198,2223.7044499664225,2273.8819271650627,2419.461177752364,1864.3086315467408,1976.3353163036654,2142.9217967533286,2106.49206284117,1727.1654289004937,2124.5720030160373,1952.1359242538992,2039.1862245899492,1948.0510758858163,2160.4504591671002,2120.218111682423,1912.217388190039,1988.0173775236763,2913.5576239536204,1811.4715200883766,2265.069639230658,3110.47315259306,1649.2552206179053,3226.953882376868,2082.345866715944,2634.232927342513,2966.1378113027213,2511.4149264112875,1881.6638144154313,2005.0695540231409,1934.6334596145607,2229.484539419839,1824.0964714922238,2982.268697477819,1878.1687677565524,2132.9368604437204,2036.3434017652999,1932.1908874585342
