"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val"
"204084_s_at",-0.76074470006707,7.97605318757677,-4.34718991416702,8.81444885742029e-05,0.337169264901365
"208615_s_at",-0.740003800951804,8.73820515019384,-4.13709314189175,0.000168947957587721,0.337169264901365
"219728_at",0.899215818772278,3.65015695469257,4.13357170104488,0.000170785675588581,0.337169264901365
"221529_s_at",1.37813617664348,7.21009127040254,4.05605102841686,0.000216545681247534,0.337169264901365
"81737_at",-0.667064659570823,6.37612227273441,-3.91939084641978,0.000327843774442108,0.337169264901365
"209736_at",0.463312447350436,7.82010627016369,3.91913339278574,0.000328098470656938,0.337169264901365
"212246_at",-0.714933472538089,7.24167337255295,-3.90487060562556,0.000342512183876599,0.337169264901365
"207864_at",-0.641346172995063,3.62333630409971,-3.88536024942147,0.00036322658742314,0.337169264901365
"218086_at",0.673379473107577,9.0752729411075,3.87927436119375,0.000369932812164744,0.337169264901365
"219416_at",0.841187930090262,7.19899821021123,3.87772656006479,0.000371657419006467,0.337169264901365
"209883_at",0.686696733474738,5.48075383529088,3.85303191089322,0.000400249119437585,0.337169264901365
"204840_s_at",-1.21159618189868,4.01614883645005,-3.84768138616731,0.000406718919482919,0.337169264901365
"219489_s_at",0.746762342168875,10.2089600699302,3.82629065671599,0.000433610269889098,0.337169264901365
"201454_s_at",-0.565343460637079,9.49770740996883,-3.81145886259173,0.000453257403601596,0.337169264901365
"208935_s_at",-0.998553054169597,6.64366273906237,-3.78199150768423,0.000494876828546133,0.337169264901365
"214749_s_at",0.604184730981043,10.2302285091682,3.76336633997528,0.000523062276906381,0.337169264901365
"208522_s_at",0.673130975552812,5.45383528288688,3.7505664362611,0.000543324513123258,0.337169264901365
"207015_s_at",0.570813970305589,6.25744698875647,3.7295337723404,0.000578274875377458,0.337169264901365
"206548_at",-0.729149500215724,7.11245520290501,-3.71661254109046,0.000600811459543427,0.337169264901365
"213661_at",2.12872714736197,9.81684182988887,3.71054391839663,0.00061168615324885,0.337169264901365
"201888_s_at",-0.706197260603064,6.76082633041393,-3.69862497221817,0.000633599357004474,0.337169264901365
"209689_at",-0.461362534148661,6.2723968488487,-3.68911503546471,0.000651624381080487,0.337169264901365
"204180_s_at",-0.61276497893385,6.70687766076623,-3.68201594876528,0.000665400976127683,0.337169264901365
"216969_s_at",0.431840578905176,5.5798603326891,3.64610846231431,0.000739493351750504,0.337169264901365
"208933_s_at",-0.98720149695284,7.71473635090232,-3.61769754546449,0.000803681979420211,0.337169264901365
"202693_s_at",-0.735425830027366,7.21285820279958,-3.6040856155337,0.000836302199199806,0.337169264901365
"202537_s_at",-0.626388799250111,7.73682801950399,-3.60117368532035,0.000843443879658485,0.337169264901365
"206307_s_at",0.564084566842037,4.58066668183235,3.59272195475869,0.000864505712538111,0.337169264901365
"210719_s_at",0.618414545959189,8.77585444270572,3.59023996341148,0.000870786256311948,0.337169264901365
"212989_at",-1.1684770364655,6.3567700485674,-3.58709439067009,0.000878808957345092,0.337169264901365
"207467_x_at",-0.741427528027412,8.47363581132277,-3.57404879366692,0.000912845699910321,0.337169264901365
"201770_at",0.615599690801247,9.22276024415572,3.56958636454543,0.000924776350397737,0.337169264901365
"221007_s_at",-0.576680263348293,7.84903979828961,-3.56176970049974,0.000946036486922214,0.337169264901365
"206133_at",-1.45030074448341,8.12669814911163,-3.55575020344344,0.000962727546849252,0.337169264901365
