"gene_id","logFC","AveExpr","t","P.Value","adj.P.Val"
"220979_s_at",1.80849335503707,4.71613395452386,5.92970385420649,5.34177474091205e-07,2.79633764679173e-05
"205442_at",-1.76396569707449,5.94585585301957,-5.92938340717816,5.34739793299492e-07,2.79633764679173e-05
"209550_at",1.02829319231337,9.32946364819109,5.9257880935506,5.41089493502431e-07,2.82291584233107e-05
"201313_at",1.41358113174755,6.29367588098286,5.91717014313553,5.56617846091694e-07,2.87697813396396e-05
"219670_at",1.19109465894237,6.72498623039893,5.91633016624972,5.58154959429634e-07,2.87824491463286e-05
"208626_s_at",1.16351339027393,9.73452554824589,5.90275546114021,5.83591782277747e-07,2.9955470354381e-05
"221795_at",2.22692100068363,5.39265334123394,5.90199290967278,5.85054526300632e-07,2.99615165112625e-05
"201839_s_at",-2.89339591679598,8.91796329679573,-5.89998472254133,5.88924210552444e-07,3.00216582116174e-05
"206385_s_at",-1.86196077590884,8.56249727722308,-5.89774462247292,5.93270931316019e-07,3.01054590818381e-05
"202260_s_at",1.03715775963045,8.28488011217642,5.89255453107084,6.03465295546774e-07,3.04838920383117e-05
"201742_x_at",-1.02447402980389,7.72452234309831,-5.89164459572567,6.05270517390328e-07,3.05059079545347e-05
"203359_s_at",-1.19599994929594,7.42781376577578,-5.88942344657659,6.09699726075691e-07,3.06597760672419e-05
"214247_s_at",1.8665708200331,9.59598991763498,5.88752758018539,6.13505866659376e-07,3.07816896206552e-05
"203657_s_at",1.28992139415761,8.56854429626132,5.88648758041333,6.15603832641885e-07,3.08175428758725e-05
"208051_s_at",-1.30215821070533,7.86181648504362,-5.88557340394066,6.17453890768889e-07,3.08408527458711e-05
"213566_at",1.30193041350707,7.30320472203109,5.8809638997873,6.26867211973656e-07,3.12409863112688e-05
"208986_at",-1.16795451155555,9.77682723511889,-5.86771411570207,6.54730397417157e-07,3.24120645850267e-05
"203729_at",1.00287667693268,8.90037760276685,5.86485929529785,6.60893824923668e-07,3.25425557362222e-05
"220643_s_at",-1.11447878426916,7.4450696397508,-5.86274052776293,6.65505546961964e-07,3.25425557362222e-05
"203835_at",1.50610934182197,7.36164538181225,5.86254132362279,6.65940783872055e-07,3.25425557362222e-05
"221275_s_at",-1.53381672789627,6.54382403332408,-5.86044216288685,6.70544497787209e-07,3.2686476536555e-05
"203980_at",2.90253225973451,6.44712114142737,5.85860048334634,6.74609669314154e-07,3.28128375618153e-05
