"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","39/823","254/9411",0.153543307086614,1.75576678370854,3.77986912694855,0.000350413686804988,0.00397889089533405,0.00397889089533405,"CASQ2/FLT1/FGFR3/CACNA1D/FGF9/FGFR2/ADRB3/MCOLN3/VEGFA/NGF/ERBB4/NTRK2/ITPR1/FGF7/ATP2B1/CACNA1G/PTGER3/ADCY9/RYR3/PDGFA/PLN/CHRM3/PDGFRA/MYLK/PTGFR/TNNC1/AGTR1/ATP2A3/PLCB4/GNAL/RYR2/PLCB1/CAMK1G/PDE1A/MET/ERBB3/EDNRA/PDGFD/FGFR1",39
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","22/823","116/9411",0.189655172413793,2.16870574433318,3.92065102452117,0.00039272997127044,0.00432002968397484,0.00432002968397484,"PIK3R1/PECAM1/JAM2/CDH5/CXCL12/CLDN4/CLDN7/RAPGEF3/NCF2/CLDN10/ITGB2/ITGAM/JAM3/CLDN3/NCF4/OCLN/CLDN5/CTNNA2/VCAM1/MYL9/ICAM1/TXK",22
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","13/823","54/9411",0.240740740740741,2.75286890778993,3.99877266096878,0.000598898492235737,0.00638825058384786,0.00638825058384786,"HLA-DRB1/HLA-DPB1/HLA-DPA1/HLA-DQB1/HLA-DRA/CD40/HLA-DRB3/HLA-DQA1/HLA-E/HLA-DOB/HLA-DQA2/HLA-DRB4/HLA-DRB5",13
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","21/823","112/9411",0.1875,2.14406136087485,3.7704129383667,0.000618553302502242,0.00640384595531733,0.00640384595531733,"LY96/MAP2K6/HSPA6/HLA-DRB1/HLA-DPB1/LAMA4/ITGA6/HLA-DPA1/HLA-DQB1/HLA-DRA/AKT3/CD40/HLA-DRB3/HLA-DQA1/HLA-DOB/LAMB2/HLA-DQA2/IL10RA/HLA-DRB4/HLA-DRB5/LAMC2",21
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","15/823","69/9411",0.217391304347826,2.48586824449258,3.83471971738415,0.000749506445401972,0.00753789339375698,0.00753789339375698,"CACNA1D/PTGER2/ADRB3/ITPR1/PTGER4/REN/AQP1/EDN3/KCNMA1/AGTR1/PLCB4/PLCB1/PDE1A/NPR1/EDNRA",15
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","19/823","101/9411",0.188118811881188,2.15113747097675,3.60049115875736,0.00105954607052113,0.0103600060228732,0.0103600060228732,"PIK3R1/VEGFA/EGR1/FN1/STAT5B/THBD/AKT3/COL4A3/COL4A6/AGTR1/PLCB4/PLCB1/VCAM1/SERPINE1/TGFBR2/CCND1/SELE/ICAM1/CCL2",19
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","27/823","166/9411",0.162650602409639,1.85990865039746,3.46020329648164,0.00114891440578284,0.0109302127252854,0.0109302127252854,"CACNA1D/CREB5/IRS2/ADRB3/MEF2C/ITPR1/ADRA2C/INSR/ATP2B1/ADCY9/PDE2A/PLN/AKT3/GATA4/NPR2/KCNJ8/MYLK/KCNMA1/AGTR1/ATP2A3/PLCB4/PLCB1/KCNMB1/RGS2/NPR1/MYL9/EDNRA",27
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","14/823","65/9411",0.215384615384615,2.46292176838957,3.663646847083,0.00122540053274207,0.0113510786190844,0.0113510786190844,"CACNA1D/CREB5/KCNK3/SCARB1/ITPR1/CACNA1G/ADCY9/AGTR1/PLCB4/PLCB1/NR0B1/STAR/CYP11A1/NR4A1",14
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","18/823","98/9411",0.183673469387755,2.10030500657128,3.38945628381703,0.0018817635141298,0.0162310744856427,0.0162310744856427,"CACNA1D/CREB5/KCNK3/SCARB1/ITPR1/ATP2B1/CACNA1G/ADCY9/PDE2A/NR4A2/AGTR1/PLCB4/PLCB1/CAMK1G/NPR1/STAR/CYP11A1/NR4A1",18
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","37/823","259/9411",0.142857142857143,1.63357056066655,3.20063077642397,0.00190278390126821,0.0162310744856427,0.0162310744856427,"THBS4/PIK3R1/MRC1/HLA-DRB1/ALPL/SCARB1/FCGR2A/HLA-DPB1/CTSL/THBS1/THBS2/CD14/HLA-DPA1/HLA-DQB1/HLA-DRA/LYZ/COMP/MSR1/C3/STX18/NCF2/ITGB2/HLA-DRB3/COLEC11/ITGAM/FCGR1A/COLEC12/HLA-DQA1/HLA-E/NCF4/FCGR2B/HLA-DOB/HLA-DQA2/HLA-DRB4/HLA-DRB5/FCGR2C/DYNC1I1",37
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","19/823","106/9411",0.179245283018868,2.04966872234577,3.36430771712217,0.00191741213679342,0.0162310744856427,0.0162310744856427,"PIK3R1/CREB5/FGFR2/CCNE2/FOLR2/ZEB1/PDGFA/AKT3/SPINT1/PDGFRA/FOLR1/LEF1/CCND1/FOLH1/IGF1/CDKN1A/PLAT/PDGFD/FGFR1",19
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","14/823","68/9411",0.205882352941176,2.35426345507826,3.46947012744188,0.00193666229658237,0.0162310744856427,0.0162310744856427,"CSF1R/PIK3R1/CCNA1/ZBTB16/RUNX1/CD14/STAT5B/AKT3/LEF1/ITGAM/FCGR1A/CCNA2/CCND1/KIT",14
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","45/823","333/9411",0.135135135135135,1.54526944927917,3.13607835072248,0.00205829557594467,0.016849303319361,0.016849303319361,"THBS4/FZD7/PIK3R1/CREB5/VEGFA/ITGA8/LLGL2/CCNA1/PTGER4/ITGA7/LAMA4/CCNE2/THBS1/THBS2/FN1/ITGA6/ATR/COL6A3/FZD4/COMP/AKT3/HEY2/DLG1/FZD5/MX1/TNXB/ITGB8/HEY1/FZD10/TNC/COL4A3/COL4A6/CCNA2/COL6A2/HLA-E/PATJ/MAGI1/LAMB2/CCND1/CDKN1A/WNT2/LAMC2/VWF/WNT2B/FZD6",45
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","24/823","148/9411",0.162162162162162,1.854323339135,3.24284363429371,0.00219894949821396,0.0175915959857117,0.0175915959857117,"FZD7/PIK3R1/FGF9/PGR/ESR1/FGF7/BRCA1/FZD4/AKT3/HEY2/FZD5/HEY1/FZD10/LEF1/FOS/CCND1/GADD45B/IGF1/CDKN1A/WNT2/KIT/WNT2B/FGFR1/FZD6",24
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","25/823","157/9411",0.159235668789809,1.82085890520157,3.21071904471243,0.00232434592910581,0.0177862992835923,0.0177862992835923,"C1QA/PTGER2/S1PR1/PECAM1/GAS6/CDC50B/PTGER4/ELMO1/THBS1/CASP1/C1QB/LRP1/ABCA1/SIRPA/SLC2A1/ATP8A2/CD24/TYRO3/STAB1/ARG2/ATP2A3/CH25H/PROS1/PPARG/DUSP4",25
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","25/823","157/9411",0.159235668789809,1.82085890520157,3.21071904471243,0.00232434592910581,0.0177862992835923,0.0177862992835923,"CACNA1D/PIK3R1/MAP2K6/CCNA1/ITPR1/CCNE2/PPID/ATR/CCNB1/CCNB2/AKT3/CDK1/IGFBP3/GATA4/CHEK1/CCNA2/FOXM1/HLA-E/TRAF3IP2/SERPINE1/TGFBR2/CCND1/GADD45B/CDKN1A/CDC25A",25
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","18/823","100/9411",0.18,2.05829890643985,3.29350931034036,0.00237652500114566,0.0177986553277292,0.0177986553277292,"CSF1R/CCL14/CCL11/CCL18/XCL1/CCL8/CXCL2/CXCL12/XCL2/IL20RA/CCL3L3/TNFSF14/CCL21/CCL3L1/CCL3/CCL2/CXCL13/IL10RA",18
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","23/823","142/9411",0.161971830985915,1.85214690329095,3.16731248469084,0.00273220108829505,0.0200361413141637,0.0200361413141637,"CSF1R/TYROBP/PIK3R1/FOSB/JUNB/MAP2K6/ITPR1/FCGR2A/SIRPA/SOCS3/AKT3/NCF2/FCGR1A/ATP2A3/GAB2/NCF4/FCGR2B/FOS/TGFBR2/BLNK/FHL2/PPARG/FCGR2C",23
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","16/823","86/9411",0.186046511627907,2.12744073017039,3.25137630946992,0.00287557307359959,0.0206571779981032,0.0206571779981032,"CACNA1D/ITGA8/DSP/CACNB2/ITGA7/ITGA6/SGCD/DSG2/ITGB8/LEF1/DES/SGCE/ATP2A3/RYR2/CTNNA2/DMD",16
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","9/823","36/9411",0.25,2.85874848116646,3.45887566034501,0.0031050521716698,0.0218595672885554,0.0218595672885554,"GALNT10/GCNT3/GALNT12/GALNT3/ST6GALNAC2/GALNT4/GCNT1/POC1B-GALNT4/GALNT7",9
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","26/823","170/9411",0.152941176470588,1.74888142377243,3.05018896058968,0.0034019818534066,0.0234803453411593,0.0234803453411593,"CACNA1D/SYNPO/LLGL2/MAP3K5/JAM2/ARPC3/CLDN4/RUNX1/MYH11/CLDN7/CLDN10/DLG1/GATA4/PCNA/JAM3/HCLS1/MAP3K1/MPDZ/TJP3/CLDN3/PATJ/MAGI1/OCLN/CLDN5/CCND1/MYL9",26
