"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","likely_gene_overlap_artifact"
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","76/1448","300/9416",0.253333333333333,1.6473664825046,4.85767504785135,3.76978437164636e-06,0.000120061866650066,9.76267685013929e-05,"FGF9/CSF1/ECSIT/PPP3R1/CSF1R/CHUK/MAPK7/CACNA1H/FAS/NGFR/RASA1/IL1A/PGF/JUND/PPM1A/KRAS/MAP3K1/RRAS/IL1R1/NR4A1/MECOM/MAP3K6/MAP3K11/MAP3K7/CACNA1C/DUSP4/GADD45G/VEGFD/GADD45B/VEGFB/ANGPT2/FOS/CACNA1A/SRF/MAPK12/LAMTOR3/CRK/SOS2/NLK/TEK/PLA2G4A/RELA/MAPK8/TGFB3/CASP3/PDGFB/PDGFA/MAP2K6/RAPGEF2/MEF2C/MAP4K3/TGFB1/ERBB3/PPM1B/KDR/CACNA2D2/FLT3LG/ATF2/NTRK2/NFATC1/IGF2/TNFRSF1A/FLT1/DUSP5/RPS6KA5/NGF/DUSP1/CACNB3/AKT1/PDGFRB/ERBB4/DUSP2/FGFR1/SOS1/HGF/FLNA",76,FALSE
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","88/1448","362/9416",0.243093922651934,1.58078202741064,4.80360169089407,4.09301818125227e-06,0.000120061866650066,9.76267685013929e-05,"FGF9/PIK3R1/LAMA4/CSF1/CCNE2/SGK3/ITGA8/CSF1R/CHUK/YWHAB/IL4R/CREB5/LAMB2/NGFR/MAGI1/HSP90AA1/PGF/ITGA7/GNG7/RBL2/KRAS/HSP90B1/NR4A1/EIF4B/C8orf44-SGK3/BAD/VWF/CCND1/COL6A3/PIK3CA/ITGA5/GHR/VEGFD/BRCA1/RPS6KB1/ITGA6/VEGFB/PPP2R5C/ANGPT2/YWHAZ/PPP2R5E/PPP2R3C/ITGAV/COL6A2/SOS2/CDK4/TEK/NOS3/COL6A1/RELA/RELN/CREB3/PDGFB/IL6/COL4A2/COMP/PDGFA/ITGA4/EIF4E/COL4A4/COL4A1/THBS4/ERBB3/KDR/CCND2/FLT3LG/ATF2/NTRK2/IL7/IGF2/TNXB/THBS2/CREB1/FLT1/THBS1/NGF/ITGB8/CDKN1A/CCND3/COL1A2/COL1A1/AKT1/PDGFRB/ERBB4/FGFR1/SOS1/HGF/PKN2",88,FALSE
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","56/1448","205/9416",0.273170731707317,1.77636437137852,4.79080965880033,6.70730640966825e-06,0.00017387967660103,0.000141388031089857,"PIK3R1/HLA-B/HLA-E/CXCL10/CCNE2/CHUK/CCNA2/FAS/PDIA3/CD44/HLA-DRB1/BAX/ISG15/HLA-DRB3/CCND1/PIK3CA/MAP3K7/HLA-DRB5/GADD45G/TAP2/GADD45B/HLA-DRA/TBK1/E2F3/MAPK12/PSMD14/HLA-DPB1/RB1/CDK4/TNFAIP3/HDAC2/RELA/HLA-DRB4/CIRSR/MAPK8/HLA-DQB1/EIF2AK2/CASP3/IL6/CD40/HES1/MAP2K6/CCND2/CD58/ICAM1/ENTPD1/HLA-DPA1/PSMC6/RIGI/CDKN1A/CCND3/OAS1/AKT1/PSMD12/BLNK/CYCS",56,TRUE
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","35/1448","108/9416",0.324074074074074,2.1073767137303,4.93399673339657,6.91566895572278e-06,0.00017387967660103,0.000141388031089857,"TNPO3/NUP153/THOC7/TNPO1/SUMO1/XPOT/NUP107/NUP42/NUP58/XPO1/NUP54/THOC1/THOC2/NUP88/UPF2/IPO7/KPNA2/KPNA3/KPNA1/PNN/RANBP2/MAGOH/MAGOHB/UPF3A/XPO7/UPF3B/NUP50/RANBP17/TPR/NUP210/CSE1L/KPNB1/NDC1/NUP160/NXT2",35,FALSE
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","37/1448","119/9416",0.310924369747899,2.0218673104601,4.78207465631124,1.11548827943349e-05,0.000261767916240392,0.000212853227031504,"PIK3R1/CSF1/CXCL10/CHUK/CREB5/FAS/PIK3CA/MAP3K7/DNM1L/VEGFD/FOS/CX3CL1/MAPK12/TNFAIP3/IL18R1/RELA/MAPK8/CREB3/CASP3/IL6/MAP2K6/NOD2/JUNB/ITCH/ATF2/IL15/TNFRSF1B/TNFRSF1A/ICAM1/CREB1/RPS6KA5/SOCS3/XIAP/BIRC3/AKT1/BIRC2/RHBDF1",37,FALSE
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","45/1448","157/9416",0.286624203821656,1.86384910440933,4.6529185679487,1.42207928192777e-05,0.00031285744202411,0.000254396020307159,"PIK3R1/HLA-B/HLA-E/CCNE2/PPP3R1/CCNA2/ATR/E2F5/IL1A/ITPR1/RBL2/KRAS/RRAS/CCND1/PIK3CA/TRAF3IP2/GADD45G/MRE11/GADD45B/E2F3/CALM2/MAPK12/NBN/RB1/RAD50/PPP1CB/CDK4/PPID/ITPR2/RELA/TGFB3/IL6/CALM3/MAP2K6/SERPINE1/RBL1/TGFB1/CCND2/NFATC1/SIRT1/CDK1/CDKN1A/CCND3/AKT1/ATM",45,FALSE
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","27/1448","77/9416",0.350649350649351,2.28018942383583,4.80827380358473,1.54114935416357e-05,0.000319108572156221,0.000259479046677708,"PIK3R1/CHUK/ABL1/BAX/KRAS/MECOM/BAD/CCND1/PIK3CA/CTBP2/GADD45G/GADD45B/E2F3/CRK/RB1/SOS2/CDK4/HDAC2/RELA/TGFB3/TGFB1/PTPN11/STAT5B/CDKN1A/GAB2/AKT1/SOS1",27,FALSE
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","44/1448","157/9416",0.280254777070064,1.82243023542246,4.42982564166242,3.24272121531105e-05,0.000634132148771939,0.000515636431573127,"CD24/HIF1A/RAB5A/ELMO1/C1QA/S1PR1/GULP1/STAB1/C1QB/SPHK1/ANO3/DUSP4/PLA2G15/PROS1/CDC50A/CAMK2G/ADAM9/CX3CL1/MAPK12/ITGAV/CRK/TYRO3/CASP3/ADAM10/ATP2A3/ATP11B/CH25H/SIRPA/TGFB1/PTPN11/AXL/NFATC1/STAB2/PBX1/CREB1/CDC50B/SIRT1/DUSP5/THBS1/LRP1/PECAM1/GAS6/DUSP2/ATP11A",44,FALSE
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","45/1448","163/9416",0.276073619631902,1.79524116191574,4.36587354732313,3.97558229027935e-05,0.000736528929567543,0.000598899061856535,"PIK3R1/EGR2/EGR3/CCNE2/CHUK/YWHAB/CCNA2/CREB5/HSPG2/FAS/BAX/KRAS/DDX3X/MAP3K1/BAD/PIK3CA/MAP3K7/TBK1/FOS/E2F3/YWHAZ/MAPK12/PCNA/RB1/SOS2/RELA/MAPK8/TGFB3/CREB3/CASP3/ATP6AP1/IL6/TLR3/MAP2K6/TGFB1/STAT5B/ATF2/NFATC1/CREB1/IFIH1/RIGI/CDKN1A/AKT1/SOS1/CYCS",45,TRUE
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","52/1448","200/9416",0.26,1.6907182320442,4.20885985375272,6.08382161071312e-05,0.00107075260348551,0.000870668759860446,"ABCF2-H2BK1/TUBB2B/ABI1/CHUK/FAS/CASP4/ABL1/PYCARD/TLR5/ROCK1/BAX/OCLN/CLDN8/IL1R1/ARPC4/ARPC3/ABCF2/CLDN5/MYO1D/MYO6/MAP3K7/CLDN7/NCK1/ACTR3/HCLS1/FOS/TUBB6/MAPK12/CYTH2/FYN/ARHGEF12/RELA/MAPK8/SEC24A/CASP3/MYH11/IL6/WASF2/NCKAP1/SEC24B/PTPN11/SEC24D/MYO5C/TNFRSF1A/EZR/RAB1A/ACTB/ACTR2/NAIP/MYH9/CYCS/MYO10",52,TRUE
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","24/1448","70/9416",0.342857142857143,2.22951854775059,4.40140159688167,6.84843568539347e-05,0.00114792826726595,0.000933423162003755,"HLA-B/HLA-E/ABL1/HLA-DRB1/SGCG/HLA-DRB3/CCND1/EIF4G3/HLA-DRB5/HLA-DRA/HLA-DPB1/FYN/HLA-DRB4/SNTA1/HLA-DQB1/CASP3/CD40/CAV1/SGCA/CXADR/ICAM1/HLA-DPA1/ACTB/CYCS",24,FALSE
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","25/1448","75/9416",0.333333333333333,2.16758747697974,4.32756056228478,8.25103598715289e-05,0.00132016575794446,0.00107347587065221,"PIK3R1/FAS/TOP2B/BAX/BAD/ERCC1/PIK3CA/ATP7B/MSH2/GSTM2/REV3L/BRCA1/GSTM3/GSTM5/GSTM1/GSTM4/CASP3/TOP2A/CDKN1A/XIAP/BIRC3/AKT1/BIRC2/ATM/CYCS",25,FALSE
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","28/1448","89/9416",0.314606741573034,2.04581289962133,4.22569151783739,0.000100876983259145,0.00154385643944431,0.00125536708214199,"HMMR/LAMA4/ITGA8/HSPG2/LAMB2/CD44/ITGA7/VWF/COL6A3/ITGA5/ITGA6/ITGAV/COL6A2/COL6A1/RELN/COL4A2/COMP/ITGA4/COL4A4/COL4A1/THBS4/SV2A/TNXB/THBS2/THBS1/ITGB8/COL1A2/COL1A1",28,FALSE
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","42/1448","155/9416",0.270967741935484,1.7620388522545,4.07787399062053,0.000112740189484405,0.0016535227791046,0.00134454086107061,"ADCY3/APC/CCNE2/GNAI3/CREB5/CACNA1H/FZD4/ADCY7/AGTR1/ITPR1/TCF7L1/SCARB1/NR4A1/WNT5A/CCND1/CACNA1C/KMT2A/CAMK2G/E2F3/RB1/WNT4/CDK4/PLCB1/ITPR2/CREB3/WNT2B/AGT/FZD5/WNT6/PLCB4/AIP/DVL3/ATF2/PDE8A/PBX1/CREB1/ADCY9/CDKN1A/FZD2/KCNK3/FZD7/FZD6",42,FALSE
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","47/1448","180/9416",0.261111111111111,1.69794352363413,4.03027195536229,0.000121087003914688,0.0017049050151188,0.00138632166791965,"PIK3R1/HLA-B/SRSF1/HLA-E/CHUK/C3/SRSF3/FAS/SRSF6/PDIA3/HLA-DRB1/BAX/HLA-DRB3/BAD/PIK3CA/MAP3K7/ITGA5/HLA-DRB5/SRPK1/SRSF5/TAP2/HLA-DRA/TBK1/CFP/HLA-DPB1/PPP1CB/RELA/HLA-DRB4/HLA-DQB1/EIF2AK2/CASP3/IL6/TLR3/PTPN11/TNFRSF1A/HLA-DPA1/IFIH1/SOCS3/PML/RIGI/OAS1/SRSF7/BIRC3/AKT1/CD74/BIRC2/CYCS",47,TRUE
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","60/1448","248/9416",0.241935483870968,1.57324897522723,3.89988324727584,0.00015880366786278,0.00214995734952687,0.001748210271142,"GCC2/TUBB2B/ABI1/CHUK/CASP4/HSP90AA1/PIK3C2A/PYCARD/TLR5/BAX/AHNAK/RAB5A/PIK3C2B/ELMO1/TXN/KIF5B/TCF7L1/HSP90B1/RRAS/ACTR1A/ARPC4/ARPC3/MYO6/PIK3CA/MAP3K7/ACTR3/RHOB/DYNC1I1/FOS/KPNA3/TUBB6/KPNA1/MAPK12/RIPK2/CYTH2/DYNLT3/RELA/DYNC2LI1/MAPK8/CASP3/PTPRC/IL6/MAP2K6/NCKAP1/AHNAK2/MYL9/RALA/RHOG/TNFRSF1A/DCTN1/CSE1L/ACTB/ACTR2/BIRC3/AKT1/LY96/BIRC2/NAIP/FLNA/CYCS",60,TRUE
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","38/1448","142/9416",0.267605633802817,1.74017586180064,3.78848284338226,0.000308554195357771,0.00402263247281242,0.00327095205286171,"PIK3R1/SOCS1/CSF1/PPP3R1/CSF1R/CHUK/FCGR2C/IL1A/ITPR1/JUND/IL1R1/FHL2/PIK3CA/MAP3K7/FOSL2/FCGR2B/FOS/MAPK12/NCF1/CTSK/FYN/ITPR2/NCF4/RELA/MAPK8/ATP2A3/MAP2K6/SIRPA/JUNB/TGFB1/NFATC1/TNFRSF1A/CREB1/SOCS3/GAB2/AKT1/BLNK/FOSB",38,FALSE
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","44/1448","173/9416",0.254335260115607,1.65388177434292,3.70028851619612,0.00036875443790921,0.00463577007657293,0.00376951703916407,"PIK3R1/CXCL10/CHUK/FAS/PYCARD/IL1A/HLA-DRB1/TPSAB1/BAX/MX1/XPO1/DNAJC3/HLA-DRB3/PIK3CA/HLA-DRB5/HLA-DRA/TBK1/KPNA2/KPNA1/HLA-DPB1/CDK4/RELA/HLA-DRB4/HLA-DQB1/EIF2AK2/CASP3/IL6/TLR3/TPSB2/TNFRSF1A/ICAM1/HLA-DPA1/IFIH1/SOCS3/PML/ACTB/RIGI/CCND3/OAS1/AKT1/MX2/RAB11A/NXT2/CYCS",44,TRUE
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","40/1448","154/9416",0.25974025974026,1.68902920284136,3.67506801725883,0.000423617350774469,0.0051418381887108,0.00418101984024594,"ADCY3/GUCY1A2/PPP3R1/MAPK7/GNAI3/ADCY7/MYLK/ROCK1/ITPR1/KRAS/CCND1/KCNJ2/CACNA1C/PPP1R12B/RGS2/CAMK2G/FOS/CALM2/PPP1CB/PLCB1/PLA2G4A/NOS3/ITPR2/PRKAB2/PPP1R12A/CALM3/PLCB4/CAMK1/MEF2C/MYL9/CACNA2D2/NPR2/OXTR/NFATC1/CAMK1G/ADCY9/ACTB/CDKN1A/CACNB3/MYL6B",40,FALSE
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","43/1448","170/9416",0.252941176470588,1.64481637959051,3.61662397866886,0.000484824903584376,0.00568861220205668,0.00462562212332619,"PIK3R1/APC/FZD4/SMARCA2/FRAT1/BAX/TCF7L1/KRAS/WNT5A/BAD/CCND1/PIK3CA/GADD45G/GSTM2/GADD45B/GSTM3/RPS6KB1/GSTM5/NFE2L2/E2F3/GSTM1/GSTM4/RB1/SOS2/WNT4/CDK4/TGFB3/WNT2B/FZD5/CSNK1A1/WNT6/DVL3/TGFB1/SMARCD3/IGF2/ACTB/CDKN1A/FZD2/AKT1/FZD7/SOS1/HGF/FZD6",43,FALSE
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","27/1448","93/9416",0.290322580645161,1.88789877027268,3.66814814431023,0.000568625313316952,0.00629705738759655,0.00512037152987688,"PIK3R1/LAMA4/CCNE2/CHUK/LAMB2/BAX/CCND1/PIK3CA/GADD45G/GADD45B/ITGA6/E2F3/ITGAV/RB1/CDK4/RELA/CKS2/CASP3/COL4A2/COL4A4/COL4A1/CDKN1A/XIAP/BIRC3/AKT1/BIRC2/CYCS",27,FALSE
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","31/1448","112/9416",0.276785714285714,1.79987174427782,3.63006412029924,0.00057513774913168,0.00629705738759655,0.00512037152987688,"LAMA4/SOCS1/CHUK/GNAI3/LAMB2/HLA-DRB1/HLA-DRB3/BAD/MAP3K7/HLA-DRB5/HLA-DRA/ITGA6/MAPK12/HLA-DPB1/RELA/HLA-DRB4/MAPK8/HLA-DQB1/TGFB3/CASP3/CD40/MAP2K6/TGFB1/TNFRSF1A/HLA-DPA1/XIAP/BIRC3/AKT1/LY96/BIRC2/CYCS",31,TRUE
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","28/1448","98/9416",0.285714285714286,1.85793212312549,3.63935477868413,0.0006017688149855,0.00629705738759655,0.00512037152987688,"ADCY3/CREB5/CACNA1H/ADCY7/AGTR1/ITPR1/SCARB1/NR4A1/CACNA1C/ATP2B1/CAMK2G/CALM2/PDE2A/PLCB1/ITPR2/CREB3/AGT/ATP1B2/PRKD3/CALM3/PLCB4/CAMK1/ATF2/CAMK1G/CREB1/ADCY9/KCNK3/ATP1A2",28,FALSE
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","33/1448","122/9416",0.270491803278689,1.75894393623766,3.59673181984575,0.000608238497665576,0.00629705738759655,0.00512037152987688,"PIK3R1/BMP4/NOTCH3/HIF1A/MED13L/THRA/KRAS/MED14/BAD/CCND1/NCOA2/PIK3CA/SLC16A2/PLN/MED4/MED13/NOTCH4/ITGAV/PFKM/WNT4/PLCB1/HDAC2/NCOA3/MED1/ATP2A3/ATP1B2/PLCB4/MED24/KAT2B/RCAN2/ACTB/AKT1/ATP1A2",33,FALSE
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","67/1448","299/9416",0.224080267558528,1.45714074539441,3.42435932074241,0.000700422605162401,0.00704425020049044,0.00572794179182278,"PIK3R1/APP/TUBB2B/ACTN1/SORBS1/MAGI1/RASA1/MYLK/ABL1/JAM3/MSN/CNTNAP1/ANK3/PRKCQ/NCAM1/IQGAP1/ARPC4/CASKIN2/SLIT2/ARPC3/JAM2/PIK3CA/NFASC/ANK2/PRKCI/ITGA5/NCK1/SSX2IP/ROBO3/ACTR3/SPTAN1/TUBB6/NRP2/MAPK12/SLITRK3/CADM3/PAK5/FYN/PTPRF/INPP5D/MPZ/CD2AP/MAPK8/MYH11/ITGA4/RAPGEF2/CXADR/MYL9/PTPN11/KDR/PMP22/ICAM1/EZR/L1CAM/MBP/NLGN4X/ACTB/ICAM2/ACTR2/CD209/AKT1/FGFR1/RDX/MYH9/MYL6B/SLIT3/EPB41L1",67,FALSE
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","38/1448","148/9416",0.256756756756757,1.66962819172764,3.5001878662986,0.000741237208468541,0.00724765270502573,0.00589333593216835,"FGF9/PIK3R1/APC/FZD4/NOTCH3/FRAT1/BAX/TCF7L1/KRAS/WNT5A/CCND1/PIK3CA/GADD45G/GADD45B/BRCA1/RPS6KB1/NOTCH4/FOS/E2F3/RB1/SOS2/WNT4/CDK4/NCOA3/HEY2/WNT2B/FZD5/CSNK1A1/WNT6/HES1/DVL3/CDKN1A/FZD2/AKT1/FZD7/FGFR1/SOS1/FZD6",38,FALSE
"Environmental Information Processing","Signaling molecules and interaction","hsa04519","Cadherin signaling","86/1448","404/9416",0.212871287128713,1.38425140856627,3.36523455432307,0.000761827331266382,0.00724765461096666,0.00589333748195979,"PCDH12/APC/PCDHGA7/CELSR1/CHUK/PCDHGA6/ERBIN/YWHAB/ACTN1/PCDHGA5/FZD4/CDH5/ROCK1/PCDHGB7/DCHS1/PCDHGB2/TCF7L1/KRAS/RRAS/ARPC4/WNT5A/PCDHGB4/ARPC3/MYO1D/CDH3/PCDHGC3/PCDH8/WWC1/CDH12/PCDHGC5/PCDHGB1/PCDHGB3/DSG2/MOB1A/PCDHGB5/ACTR3/PCDHGA8/YWHAZ/MAPK12/PCDH7/PCDHGA9/PCDHGA4/PCDHGC4/DSP/WNT4/PPP1CB/SCN1B/PCDHGB6/RELA/PCDHGA10/MAPK8/PKP2/CTNNA2/ADAM10/PCDHGA3/WNT2B/FZD5/CSNK1A1/WNT6/DVL3/NCKAP1/DSC2/KDR/CDH13/TEAD3/CIB2/GABRP/ACTB/KRT6B/TEAD1/PCDHGA12/FZD2/PCDHGA1/PCDHGA11/ACTR2/LHFPL6/KRT18/CDH19/PCDHGA2/PDGFRB/FZD7/DES/SCN3B/DAAM1/FGFR1/FZD6",86,FALSE
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","35/1448","134/9416",0.261194029850746,1.69848272449905,3.47141924473367,0.000846700985685095,0.00750134127968183,0.00609961954611202,"KCNMB1/ADCY3/GUCY1A2/ADCY7/MYLK/AGTR1/ROCK1/ITPR1/PRKCQ/PLA2G10/CACNA1C/PPP1R12B/PLA2G5/RAMP3/CALM2/PLA2G2A/PPP1CB/PLCB1/ARHGEF12/PLA2G12A/PLA2G4A/ITPR2/MYH11/AGT/PPP1R12A/CALM3/PLCB4/ACTA2/ACTG2/MYL9/RAMP2/NPR2/ADCY9/MYH9/MYL6B",35,FALSE
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","17/1448","50/9416",0.34,2.21093922651934,3.65973848984307,0.00085354535610216,0.00750134127968183,0.00609961954611202,"CCR10/CXCL12/HLA-DRB1/HLA-DRB3/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DRB4/HLA-DQB1/PIGR/IL6/CD40/ITGA4/CXCR4/TGFB1/IL15/HLA-DPA1",17,FALSE
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","28/1448","100/9416",0.28,1.82077348066298,3.51745343089601,0.000854346763505283,0.00750134127968183,0.00609961954611202,"CD24/CSF1/CSF1R/IL4R/CD34/CD44/IL1A/HLA-DRB1/IL1R1/HLA-DRB3/CD22/ITGA5/HLA-DRB5/CD1D/HLA-DRA/ITGA6/HLA-DPB1/IL11RA/HLA-DRB4/HLA-DQB1/IL6/MME/TFRC/ITGA4/CD37/FLT3LG/IL7/HLA-DPA1",28,FALSE
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","58/1448","253/9416",0.229249011857708,1.49075186163824,3.37305290865386,0.00087373577405385,0.00750134127968183,0.00609961954611202,"PIK3R1/ATG5/FNBP1L/CHUK/ACTN1/C3/CASP4/PYCARD/CD44/TLR5/ROCK1/BAX/ITPR1/BCL10/ELMO1/PRKCQ/IL1R1/ARPC4/TLN1/BNIP3/ARPC3/HK2/PIK3CA/MAP3K7/ITGA5/ILK/TBK1/RPS6KB1/ACTR3/HCLS1/CAST/MAPK12/RIPK2/CRK/CYTH2/UBE2V2/PLCB1/PPID/ITPR2/RELA/MAPK8/MALT1/WASF2/UBE2N/PLCB4/CBX3/MYL9/UBE2D2/TNFRSF1A/RPS6KA5/ACTB/ATG12/ACTR2/AKT1/ATM/NAIP/GLMN/CYCS",58,FALSE
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","53/1448","227/9416",0.233480176211454,1.51826611823691,3.36939091790861,0.000920417495402465,0.00755610085078775,0.00614414658971675,"PIK3R1/HLA-B/ADCY3/HLA-E/PPP3R1/CHUK/CXCL12/GNAI3/CREB5/ADCY7/FAS/PDIA3/ROCK1/BAX/ITPR1/GNG7/KRAS/IL1R1/CCND1/PIK3CA/TAP2/TBK1/RPS6KB1/E2F3/CX3CL1/CALM2/MAPK12/PTGER3/ITGAV/CRK/RB1/SOS2/CDK4/PLCB1/ARHGEF12/ITPR2/RELA/CREB3/CASP3/IL6/CALM3/PLCB4/MAP2K6/CXCR4/ATF2/NFATC1/TNFRSF1A/CREB1/ADCY9/CDKN1A/AKT1/SOS1/CYCS",53,TRUE
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","43/1448","175/9416",0.245714285714286,1.59782162588792,3.40291374487677,0.00092304641074964,0.00755610085078775,0.00614414658971675,"BCAP29/DNAJA1/SEC23B/UBXN4/HSP90AA1/PDIA3/BAX/OS9/EDEM3/HSP90B1/DNAJC3/WFS1/NSFL1C/SAR1B/UBE2J1/MAGT1/SEC62/PPP1R15A/NFE2L2/ATXN3/ERO1A/RAD23B/UBXN6/UGGT2/MAPK8/SEC24A/UBXN1/MARCHF6/MAN1C1/SEL1L/SEC63/LMAN1/SEC24B/UBE2D2/SEC24D/MAN1A2/EIF2AK3/HSPA5/DNAJC10/HSPH1/CRYAB/NGLY1/PLAA",43,FALSE
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","29/1448","106/9416",0.273584905660377,1.77905764620035,3.43848763495921,0.00104425089945011,0.00835400719560088,0.00679295391034507,"PIK3R1/FOLR2/CCNE2/CHUK/PLAT/CREB5/PLAU/HSP90AA1/TCF7L1/KRAS/HSP90B1/BAD/CCND1/PIK3CA/NKX3-1/E2F3/RB1/SOS2/FOLH1/RELA/CREB3/PDGFB/PDGFA/CREB1/CDKN1A/AKT1/PDGFRB/FGFR1/SOS1",29,FALSE
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","41/1448","166/9416",0.246987951807229,1.60610397390668,3.3585366315606,0.00107742054950934,0.00842782296505084,0.00685297625746422,"KCNMB1/ADCY3/GUCY1A2/PPP3R1/GNAI3/CREB5/ADCY7/MYLK/AGTR1/ROCK1/ITPR1/BAD/ADRB3/CACNA1C/ATP2B1/RGS2/CNGA1/PLN/CALM2/SRF/PDE2A/PPP1CB/PLCB1/NOS3/ITPR2/CREB3/ATP2A3/ATP1B2/PPP1R12A/CALM3/PLCB4/KCNJ8/MEF2C/MYL9/ATF2/NPR2/NFATC1/CREB1/ADCY9/AKT1/ATP1A2",41,FALSE
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","23/1448","78/9416",0.294871794871795,1.91748122963593,3.46846514763689,0.00112242330470223,0.00858897833163445,0.00698401767890131,"C1R/GNAI3/C3/C1S/PYCARD/IL1A/C2/C4B_2/C1QA/C1QB/ITGA5/FOS/CALM2/MAPK12/SERPING1/RELA/MAPK8/CASP3/IL6/CALM3/LY96/C4B/C4A",23,TRUE
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","20/1448","65/9416",0.307692307692308,2.00084997875053,3.45156784569126,0.00130059712543272,0.00974064230111317,0.00792047847929344,"ADCY3/CREB5/CACNA1H/ADCY7/AGTR1/ITPR1/SCARB1/NR4A1/CACNA1C/PLCB1/ITPR2/CREB3/AGT/PLCB4/ATF2/PDE8A/PBX1/CREB1/ADCY9/KCNK3",20,FALSE
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","25/1448","89/9416",0.280898876404494,1.82661866037619,3.34001948427154,0.0015054666550716,0.0110400888038584,0.00897710675305834,"C1R/PLAT/C3/PLAU/C1S/C7/C2/C4B_2/VWF/C1QA/C1QB/VSIG4/A2M/CD46/PROS1/F10/SERPIND1/SERPING1/PROCR/SERPINE1/CFH/THBD/CLU/C4B/C4A",25,FALSE
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","20/1448","66/9416",0.303030303030303,1.97053406998158,3.37284767803765,0.00160142680806579,0.0113323078278212,0.00921472090816111,"IL4R/IL1A/TLR5/HLA-DRB1/HLA-DRB3/HLA-DRB5/HLA-DRA/HLA-DPB1/MAF/RORA/IL18R1/RELA/HLA-DRB4/HLA-DQB1/TGFB3/IL6/NOD2/TGFB1/NFATC1/HLA-DPA1",20,FALSE
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","27/1448","99/9416",0.272727272727273,1.77348066298343,3.2979858711819,0.00160970281645187,0.0113323078278212,0.00921472090816111,"PIK3R1/ADCY3/HBEGF/ADCY7/NOTCH3/BAX/KRAS/BAD/CCND1/PIK3CA/RPS6KB1/NOTCH4/FOS/E2F3/MAPK12/RB1/SOS2/CDK4/NCOA3/MED1/MAPK8/GPER1/MMP2/ADCY9/CDKN1A/AKT1/SOS1",27,FALSE
"Human Diseases","Cancer: specific types","hsa05214","Glioma","22/1448","76/9416",0.289473684210526,1.88237859842978,3.29236597205388,0.00185501889898684,0.0127480238707222,0.0103658922687301,"PIK3R1/BAX/KRAS/CCND1/PIK3CA/GADD45G/GADD45B/CAMK2G/E2F3/CALM2/RB1/SOS2/CDK4/PDGFB/CALM3/CAMK1/PDGFA/CAMK1G/CDKN1A/AKT1/PDGFRB/SOS1",22,FALSE
