"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","8/97","89/9411",0.0898876404494382,8.72095447700683,7.46833873975311,3.3851814891796e-06,0.00119158388419122,0.00119158388419122,"COL6A2/ITGB8/THBS2/TNC/THBS1/LAMA4/CD44/VWF",8
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","8/97","110/9411",0.0727272727272727,7.05604498594189,6.51978350725614,1.64502371773558e-05,0.00289524174321463,0.00289524174321463,"LRRC32/THBS1/FMOD/BAMBI/MICOS10-NBL1/DCN/BMP6/NBL1",8
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","11/97","233/9411",0.0472103004291846,4.58037254988717,5.64735013387598,2.58309199101078e-05,0.00303082793611932,0.00303082793611932,"COL6A2/BGN/ITGB8/THBS2/LMNB1/THBS1/DCN/LMOD1/MYL9/FHL2/NID2",11
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","10/97","203/9411",0.0492610837438424,4.77934081560104,5.55512688884693,4.29479601031501e-05,0.00377942048907721,0.00377942048907721,"COL6A2/PIK3R1/ITGB8/THBS2/TNC/THBS1/LAMA4/MYLK/MYL9/VWF",10
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","13/97","362/9411",0.0359116022099447,3.48416585977103,4.91866383857064,8.11199008263093e-05,0.00571084101817218,0.00571084101817218,"COL6A2/PIK3R1/FGF9/ITGB8/CREB5/THBS2/TNC/THBS1/C8orf44-SGK3/SGK3/LAMA4/GNG4/VWF",13
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","12/97","333/9411",0.036036036036036,3.49623850654778,4.73288190260724,0.000150769993835577,0.00884517297168716,0.00884517297168717,"COL6A2/PIK3R1/FZD6/ITGB8/CREB5/THBS2/TNC/THBS1/LAMA4/MX1/PATJ/VWF",12
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","8/97","154/9411",0.051948051948052,5.04003213281564,5.1584902014067,0.000180746732861252,0.00908897856673722,0.00908897856673722,"COL6A2/PIK3R1/ITGB8/THBS2/TNC/THBS1/LAMA4/VWF",8
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","7/97","140/9411",0.05,4.85103092783505,4.68479181025076,0.000584688007703467,0.0257262723389526,0.0257262723389526,"MYLK/PLCB4/PLAT/PLCB1/GNG4/ACTA2/KLF2",7
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","5/97","75/9411",0.0666666666666667,6.4680412371134,4.85170686480306,0.0010238030079066,0.040042073198125,0.040042073198125,"CREB5/SLC26A4/PLCB4/PAX8/PLCB1",5
